customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0184,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),72.47,371.95,No
C0185,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),60.75,1373.68,No
C0186,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.02,58.76,Yes
C0187,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.86,798.48,Yes
C0188,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,62.03,335.55,Yes
C0189,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,58.64,257.52,Yes
C0190,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.87,93.37,Yes
C0191,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.31,77.55,No
C0192,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.43,707.53,Yes
C0193,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.22,740.74,Yes
C0194,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,78.61,485.15,Yes
C0195,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,94.67,1929.49,Yes
C0196,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,58.67,512.6,No
C0197,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),85.76,781.8,Yes
C0198,Female,1,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.09,2752.92,Yes
C0199,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),81.02,1281.9,No
C0200,Male,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.62,2127.23,Yes
C0201,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),79.72,621.66,Yes
C0202,Female,1,No,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,71.19,2541.74,Yes
C0203,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.82,2496.95,No
C0204,Male,0,No,No,44,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.72,4047.63,No
C0205,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.87,2180.56,No
C0206,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,86.29,16.5,Yes
C0207,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.66,49.73,No
C0208,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.91,1777.81,No
C0209,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,77.98,728.7,Yes
C0210,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.07,3493.87,No
C0211,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),110.82,0.0,Yes
C0212,Male,1,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,79.21,2529.8,No
C0213,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.43,5.24,No
C0214,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,437.64,Yes
C0215,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),85.42,5776.28,No
C0216,Male,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.28,20.14,No
C0217,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.33,836.32,No
C0218,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,86.1,140.79,Yes
C0219,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,75.64,2778.34,Yes
C0220,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,94.62,2261.49,No
C0221,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.83,2451.26,No
C0222,Male,1,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.04,664.91,Yes
C0223,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.68,341.64,Yes
C0224,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.75,0.0,No
C0225,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.59,191.55,Yes
C0226,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.06,668.1,No
C0227,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.53,1554.7,No
C0228,Female,1,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.91,369.15,Yes
C0229,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.18,77.52,Yes
C0230,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.47,180.34,Yes
C0231,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.9,409.7,No
C0232,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.68,233.02,No
C0233,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,85.28,226.62,No
C0234,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.41,0.0,No
C0235,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.79,2749.96,No
C0236,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,68.46,239.32,Yes
C0237,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,87.3,2990.25,No
C0238,Female,1,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.83,800.99,Yes
C0239,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.04,1578.23,No
C0240,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.93,55.99,Yes
C0241,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.46,579.28,No
C0242,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.58,467.48,Yes
C0243,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.34,115.71,Yes
C0244,Male,1,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.02,992.71,Yes
C0245,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.92,1330.23,Yes
C0246,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.92,62.97,Yes
C0247,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),59.9,620.88,No
C0248,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.2,237.02,Yes
C0249,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.68,598.34,No
C0250,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.81,1268.05,No
C0251,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),89.1,28.43,No
C0252,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.81,274.3,Yes
C0253,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.96,1110.69,No
C0254,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,90.55,1065.04,No
C0255,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.45,301.86,No
C0256,Male,1,No,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.72,1569.44,No
C0257,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.21,1586.84,No
C0258,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.42,672.59,Yes
C0259,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,75.62,3263.93,Yes
C0260,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.94,79.43,Yes
C0261,Male,1,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),92.6,1541.33,Yes
C0262,Female,0,Yes,No,59,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,58.62,3446.49,No
C0263,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.69,1012.53,No
C0264,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.8,842.55,No
C0265,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.89,89.23,Yes
C0266,Female,0,No,Yes,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),50.16,1600.92,No
C0267,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.86,294.21,Yes
C0268,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.31,1896.66,Yes
C0269,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.39,131.86,Yes
C0270,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),58.04,17.99,No
C0271,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.78,213.52,Yes
C0272,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.38,274.38,Yes
C0273,Female,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.56,804.39,No
C0274,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1100.43,No
C0275,Male,1,No,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.73,866.78,Yes
C0276,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),66.55,0.0,No
C0277,Male,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.73,513.75,Yes
C0278,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.04,476.23,Yes
C0279,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,76.29,169.72,No
C0280,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.31,581.9,Yes
C0281,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.05,37.81,Yes
C0282,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.89,1485.6,No
C0283,Female,0,No,Yes,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.03,2765.37,No
C0284,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.52,761.25,No
C0285,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,62.57,2117.75,No
C0286,Male,0,No,No,30,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.7,2134.98,No
C0287,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.91,1520.31,No
C0288,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.96,956.91,Yes
C0289,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,106.79,627.11,No
C0290,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.78,1412.34,No
C0291,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.89,1874.14,Yes
C0292,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,104.85,3182.47,Yes
C0293,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.27,529.51,Yes
C0294,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),59.12,212.73,Yes
C0295,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,74.27,5295.95,No
C0296,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.87,93.41,Yes
C0297,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,64.71,3146.45,No
C0298,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.25,309.61,No
C0299,Male,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.07,948.18,Yes
C0300,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.66,900.18,Yes
C0301,Male,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,67.55,3323.78,Yes
C0302,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.53,3115.68,No
C0303,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.02,3253.6,No
C0304,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.37,424.52,No
C0305,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),71.4,0.0,No
C0306,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,74.72,1687.43,No
C0307,Female,1,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,67.25,728.51,Yes
C0308,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,107.32,3004.58,No
C0309,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,60.9,1945.84,Yes
C0310,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.05,1273.87,Yes
C0311,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),90.14,2410.87,No
C0312,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),77.61,2781.48,No
C0313,Female,0,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.39,988.88,No
C0314,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.32,964.48,Yes
C0315,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),86.83,2578.13,No
C0316,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.27,1135.75,No
C0317,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.06,37.1,No
C0318,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),62.87,149.13,No
C0319,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.2,108.97,Yes
C0320,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.59,7.54,No
C0321,Female,1,No,Yes,0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),69.93,29.16,Yes
C0322,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),81.71,3137.41,No
C0323,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.82,484.65,No
C0324,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.54,747.45,Yes
C0325,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.59,215.69,Yes
C0326,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.98,814.31,No
C0327,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.25,180.83,Yes
C0328,Male,1,No,Yes,6,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),61.46,450.33,Yes
C0329,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.7,3500.23,Yes
C0330,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,76.58,2055.82,No
C0331,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.19,1418.01,Yes
C0332,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.03,945.05,Yes
